season,week,celebrity_name,vote_share_est,std_dev,ci_width_95,judge_score,base_popularity,perf_share,is_eliminated
10,2,Evan Lysacek,0.19620055983242085,0.055106578320778116,0.2088651581411094,24.0,0.22761039917431422,0.10909090909090909,False
10,2,Erin Andrews,0.15494190351437256,0.049071054064924,0.1913702349891715,23.0,0.17634133631504792,0.10454545454545454,False
10,2,Pamela Anderson,0.04151417800050195,0.02721178653481876,0.10196298885622085,22.0,0.029219950748345845,0.1,False
10,2,Niecy Nash,0.07274340123648422,0.03594454501475556,0.1385275291556619,21.0,0.07138507236971585,0.09545454545454546,False
10,2,Jake Pavelka,0.0342849811762051,0.023272168181670366,0.08781523409583096,20.0,0.019302629343170605,0.09090909090909091,False
10,2,Shannen Doherty,0.004966714288485347,0.0048726494550924435,0.017157397546203344,20.0,8.938782497838974e-05,0.09090909090909091,True
10,2,Aiden Turner,0.030464427577953687,0.02031764438382277,0.07464122035344702,19.0,0.008432993430121256,0.08636363636363636,False
10,2,Chad Ochocinco,0.10026960130027315,0.04189613642511083,0.15675569977340578,16.0,0.11113065519259491,0.07272727272727272,False
10,2,Kate Gosselin,0.058302407280330926,0.026088827766262045,0.09665557415277211,15.0,0.039804768044761074,0.06818181818181818,False
10,2,Buzz Aldrin,0.0669107245124921,0.024322808854290168,0.09387830306811475,12.0,0.038203867985809714,0.05454545454545454,False
10,3,Evan Lysacek,0.20959106625432683,0.05730868331725328,0.22166463781463003,26.0,0.22763074659165025,0.12807881773399016,False
10,3,Erin Andrews,0.16563175429876176,0.05198853665395134,0.19986284512765434,23.0,0.17635710049268044,0.11330049261083744,False
10,3,Nicole Scherzinger,0.24903195155968919,0.06107960588482749,0.23522372781885942,23.0,0.2785038344231475,0.11330049261083744,False
10,3,Jake Pavelka,0.03700112344471969,0.026227331830156502,0.09854899009217655,21.0,0.019304354917469287,0.10344827586206896,False
10,3,Niecy Nash,0.07812548507572549,0.03851380310174363,0.14633590912363964,21.0,0.0713914538965017,0.10344827586206896,False
10,3,Pamela Anderson,0.044862941035499135,0.029056831599722298,0.11129926497413295,21.0,0.02922256288968285,0.10344827586206896,False
10,3,Aiden Turner,0.0281575775900224,0.023095648821547902,0.08614524237249306,20.0,0.008433747304449218,0.09852216748768473,False
10,3,Chad Ochocinco,0.10923718156216619,0.04420888204817174,0.17093698403970814,20.0,0.11114058980818467,0.09852216748768473,False
10,3,Kate Gosselin,0.05335508451637919,0.028832736081283762,0.11146523838077455,15.0,0.03980832642447619,0.07389162561576355,False
10,3,Buzz Aldrin,0.025005834662709652,0.012448683375424494,0.04650275367364093,13.0,0.03820728325175792,0.06403940886699508,True
10,4,Evan Lysacek,0.21701297584175078,0.05792941356282562,0.2243830347802084,26.0,0.23667339399413925,0.14016172506738545,False
10,4,Nicole Scherzinger,0.25862554264963433,0.0617275895071838,0.23839717487694878,25.0,0.28956741881426457,0.1347708894878706,False
10,4,Pamela Anderson,0.050143360340472495,0.03082682715134922,0.11773828348242062,23.5,0.030383431253755394,0.12668463611859837,False
10,4,Chad Ochocinco,0.11731227456360686,0.04509402593408955,0.17484286207161973,22.0,0.11555565754744297,0.11859838274932614,False
10,4,Erin Andrews,0.16845208699830083,0.052913955899853565,0.20399735395556967,19.5,0.1833628987012214,0.10512129380053908,False
10,4,Jake Pavelka,0.03914670534568191,0.02670638989857551,0.10045436408422474,19.0,0.020071221772957528,0.10242587601078167,False
10,4,Niecy Nash,0.07904213514328834,0.037464513448516056,0.1440553106228895,18.0,0.0742274844187545,0.09703504043126684,False
10,4,Aiden Turner,0.014246803640798613,0.010581306924253044,0.039087778461600525,16.5,0.008768778508703168,0.0889487870619946,True
10,4,Kate Gosselin,0.05601811547646543,0.02983180288323672,0.11308359978354335,16.0,0.041389714988761324,0.0862533692722372,False
10,5,Nicole Scherzinger,0.269846938156423,0.06261532329898134,0.24493710019589335,29.0,0.2921290336059163,0.1676300578034682,False
10,5,Evan Lysacek,0.2243141788665503,0.058328116496530455,0.22793579894365773,27.0,0.23876708971905325,0.15606936416184972,False
10,5,Jake Pavelka,0.044187841668793235,0.02839896680158571,0.10834648337516585,23.0,0.02024877882958588,0.1329479768786127,False
10,5,Erin Andrews,0.1752636773274212,0.05346016410177384,0.20624564872014634,22.0,0.18498499111574984,0.12716763005780346,False
10,5,Pamela Anderson,0.05146646753159963,0.03007392817221659,0.11476559972830665,21.0,0.03065221372672649,0.12138728323699421,False
10,5,Chad Ochocinco,0.11564823486213278,0.04409082830491078,0.1707769823288135,18.0,0.11657790336102479,0.10404624277456648,False
10,5,Niecy Nash,0.08408852061683715,0.03734298134766434,0.14243195304185402,18.0,0.07488412673995481,0.10404624277456648,False
10,5,Kate Gosselin,0.03518414097024118,0.016476011802907187,0.0622915639100239,15.0,0.041755862901988634,0.08670520231213873,True
10,6,Nicole Scherzinger,0.27903052049748184,0.06294410309982856,0.2430591594865987,35.9999,0.30485867045387066,0.17224890226905065,False
10,6,Erin Andrews,0.18801665721658453,0.054873844562905796,0.21235546079843923,34.0,0.19304578442396372,0.16267997069846646,False
10,6,Chad Ochocinco,0.1277008454588902,0.04655347011021741,0.1795936269316853,30.9999,0.12165783107640442,0.14832537716633504,False
10,6,Pamela Anderson,0.05818675217035467,0.03157195731185239,0.12154995924270312,29.9998,0.03198789592342824,0.14354019367528983,False
10,6,Evan Lysacek,0.22509504386905466,0.05803332074678856,0.22562981958998002,27.0,0.24917145900015208,0.12918703555466454,False
10,6,Niecy Nash,0.09176012190233178,0.03815334683525515,0.14759458929333918,25.9998,0.07814723183878505,0.12440137359311731,False
10,6,Jake Pavelka,0.03021005888529949,0.01722278741750442,0.06505108728297555,24.9999,0.02113112728339583,0.11961714704307623,True
10,7,Evan Lysacek,0.23719897352143818,0.05933534965100699,0.23079315180912904,27.0,0.2545503958141395,0.17363344051446947,False
10,7,Nicole Scherzinger,0.2843346346224794,0.062362257765795806,0.24219384663541121,27.0,0.31143974331088103,0.17363344051446947,False
10,7,Chad Ochocinco,0.13578527542059454,0.0462756282090042,0.1803756252060303,26.0,0.12428409408787691,0.16720257234726688,False
10,7,Erin Andrews,0.19042420156000625,0.054398047911039964,0.210012827866293,25.5,0.19721311996387603,0.1639871382636656,False
10,7,Pamela Anderson,0.04451578822827963,0.021567521287618525,0.0815576476401886,25.5,0.032678427943728446,0.1639871382636656,True
10,7,Niecy Nash,0.10774112664720267,0.03862817708895677,0.14961107930601927,24.5,0.07983421887949822,0.15755627009646303,False
10,8,Nicole Scherzinger,0.30454984254257145,0.06416555383929193,0.24983828911893433,29.5,0.3219609200370068,0.233201581027668,False
10,8,Erin Andrews,0.20554723549286846,0.055889160116737384,0.2159054768911005,26.5,0.20387544913802833,0.20948616600790515,False
10,8,Evan Lysacek,0.2530980514902313,0.06048833253875026,0.2349564619540426,26.5,0.26314971480790217,0.20948616600790515,False
10,8,Chad Ochocinco,0.15177743423315426,0.04448892622521855,0.17234847221808458,22.5,0.12848270696959807,0.17786561264822134,False
10,8,Niecy Nash,0.08502743624117474,0.030683143469142693,0.11861511846309172,21.5,0.08253120904746457,0.16996047430830039,True
10,9,Evan Lysacek,0.28503321432970335,0.061900016492893915,0.24159654613089776,29.5,0.28682143458492426,0.2610619469026549,False
10,9,Nicole Scherzinger,0.3341836752105526,0.06583977103323994,0.2556007837798354,29.5,0.35092302126456015,0.2610619469026549,False
10,9,Erin Andrews,0.23739440691194183,0.053794483836908054,0.2108664188794322,28.0,0.22221513270915794,0.24778761061946902,False
10,9,Chad Ochocinco,0.14338870354780253,0.03969148729321149,0.15206057508896417,26.0,0.14004041144135773,0.23008849557522124,True
10,10,Nicole Scherzinger,0.4282908764602369,0.05235230229567093,0.20061032621761632,28.7777,0.40806919991756097,0.3481193038992962,False
10,10,Erin Andrews,0.23886492880462187,0.04307468472692574,0.1649264739227759,26.9998,0.25840183151118457,0.32661232765023673,False
10,10,Evan Lysacek,0.33284419473514393,0.03876682746862687,0.15237561857471693,26.8887,0.33352896857125436,0.325268368450467,False
11,1,Jennifer Grey,0.24246421942854807,0.06023091050343876,0.23465943859947944,24.0,0.2752490636192837,0.10572687224669604,False
11,1,Brandy,0.09931547685535798,0.042202373742946914,0.16305914572401944,23.0,0.09813884703355157,0.1013215859030837,False
11,1,Kyle Massey,0.2078549515522479,0.05662712918186534,0.2204709609444722,23.0,0.23396597686434684,0.1013215859030837,False
11,1,Rick Fox,0.05411777299591665,0.03137030858497251,0.11933340843522054,22.0,0.04323992701588316,0.09691629955947137,False
11,1,Audrina Patridge,0.02938755944462801,0.02428294836391705,0.09189300493886979,19.0,0.015543569343354468,0.08370044052863436,False
11,1,Kurt Warner,0.08837643785983705,0.03998965410415815,0.1539704926389261,19.0,0.08971690761372561,0.08370044052863436,False
11,1,Bristol Palin,0.18005484973553879,0.05389004773380614,0.20977190361166276,18.0,0.20569581561470762,0.07929515418502203,False
11,1,Florence Henderson,0.028080659291394926,0.023123214210449914,0.08498516010688313,18.0,0.015479012870674814,0.07929515418502203,False
11,1,Michael Bolton,0.017079297228206176,0.01803753098654268,0.0654199460994015,16.0,0.0020996636404249738,0.07048458149779736,False
11,1,David Hasselhoff,0.00341000032567404,0.0038235240470146105,0.014077841624182427,15.0,9.281534626125732e-05,0.06607929515418502,True
11,1,Margaret Cho,0.021934035276116485,0.019370349690516472,0.07187708148590266,15.0,0.005604754992790117,0.06607929515418502,False
11,1,The Situation,0.02792474000653453,0.022248510847524078,0.08316185703839783,15.0,0.015173646044995904,0.06607929515418502,False
11,2,Jennifer Grey,0.24237331455414843,0.060609979402885324,0.23609458425812163,24.0,0.2752746133278366,0.1085972850678733,False
11,2,Audrina Patridge,0.03355041716616457,0.025702078624286466,0.09687762604392453,23.0,0.015545012159040642,0.10407239819004525,False
11,2,Bristol Palin,0.1850505448063161,0.05432406712025668,0.21235482520167237,22.0,0.20571490911522822,0.09954751131221719,False
11,2,Kyle Massey,0.2077888547332454,0.05711008660600721,0.22321707543416497,22.0,0.2339876945132339,0.09954751131221719,False
11,2,Brandy,0.09767985817529587,0.041391040762964626,0.15940145494128696,21.0,0.09814795667013472,0.09502262443438914,False
11,2,Kurt Warner,0.09146787083300038,0.04029583651852316,0.15365696020115904,21.0,0.0897252354925262,0.09502262443438914,False
11,2,Rick Fox,0.05356007452426837,0.03159459702154897,0.12048539625931057,21.0,0.04324394071721452,0.09502262443438914,False
11,2,Florence Henderson,0.02966957409347894,0.0236871458167546,0.0887348039896852,19.0,0.015480449693973436,0.08597285067873303,False
11,2,Margaret Cho,0.021080851890433582,0.020067959723079256,0.07396967737444356,18.0,0.005605275248353181,0.08144796380090498,False
11,2,The Situation,0.028583435260831125,0.023493881022424622,0.08748643169012281,18.0,0.01517505452293598,0.08144796380090498,False
11,2,Michael Bolton,0.00919520396281494,0.009337337575120695,0.03238601404342862,12.0,0.002099858539522419,0.05429864253393665,True
11,3,Audrina Patridge,0.03650881889857742,0.02627758442480967,0.09841955617943375,26.0,0.015577723174074042,0.11764705882352941,False
11,3,Brandy,0.10082019616065525,0.04230078555822249,0.16458840385819953,24.0,0.09835448717993989,0.1085972850678733,False
11,3,Jennifer Grey,0.24402781759262707,0.059651396351802354,0.2318112523740371,24.0,0.27585386742701357,0.1085972850678733,False
11,3,Rick Fox,0.056210623407680946,0.03195232036886485,0.12189956573853156,24.0,0.043334937956742675,0.1085972850678733,False
11,3,Kurt Warner,0.09320841295723567,0.04098287569227738,0.15744210823541854,23.0,0.08991404226199305,0.10407239819004525,False
11,3,Kyle Massey,0.20947194486179357,0.05680670318510264,0.2187538222090434,23.0,0.23448006948949932,0.10407239819004525,False
11,3,Florence Henderson,0.03341292646830857,0.024116067736603096,0.09102330323832214,20.0,0.015513024851682069,0.09049773755656108,False
11,3,The Situation,0.032677177144438206,0.024014283955536675,0.09021074489772397,20.0,0.015206987044541872,0.09049773755656108,False
11,3,Bristol Palin,0.18281427830148098,0.0542625511632566,0.20942354619400114,19.0,0.20614779031312094,0.08597285067873303,False
11,3,Margaret Cho,0.010847804207203025,0.00870423231656383,0.03198911694130458,18.0,0.00561707030139266,0.08144796380090498,True
11,4,Jennifer Grey,0.25435421213269926,0.060575558259908284,0.2360263441793654,28.0,0.27741211075558536,0.1564245810055866,False
11,4,Brandy,0.10677667027715686,0.043465785971000245,0.16634877886745914,24.0,0.0989100720079242,0.1340782122905028,False
11,4,Audrina Patridge,0.0382454336583648,0.026713097906419115,0.10043942489494323,23.0,0.015665718616866817,0.12849162011173185,False
11,4,Kyle Massey,0.21233241723854002,0.057071807357167714,0.22140418874247317,20.0,0.23580460050794422,0.11173184357541899,False
11,4,Rick Fox,0.057417110813013254,0.032669126422361215,0.12551501428240325,19.5,0.0435797283546262,0.10893854748603352,False
11,4,Florence Henderson,0.03544208334140686,0.02511709807709623,0.09469686249113803,17.5,0.015600654826590789,0.09776536312849161,False
11,4,Kurt Warner,0.09220220843558054,0.040221529694282214,0.1555293200408667,17.0,0.09042194870465602,0.09497206703910614,False
11,4,Bristol Palin,0.18429335937944238,0.05380896775670707,0.2097939235489038,16.0,0.20731227795272322,0.0893854748603352,False
11,4,The Situation,0.018936504723792772,0.012962661585778537,0.048488608382126125,14.0,0.015292888273083121,0.0782122905027933,True
11,5,Brandy,0.11046614395795352,0.043868231009663285,0.17071677309354324,27.0,0.10044618428160022,0.14835164835164835,False
11,5,Jennifer Grey,0.2540944226372421,0.06127463588895166,0.23650931115494442,25.0,0.2817204298129599,0.13736263736263737,False
11,5,Kurt Warner,0.10021687166348288,0.04195179112061457,0.161951234348376,24.0,0.09182623708899566,0.13186813186813187,False
11,5,Rick Fox,0.06388897746080349,0.03354873381438424,0.1279515493673778,24.0,0.04425653865564028,0.13186813186813187,False
11,5,Audrina Patridge,0.044416617863602306,0.0263104611685076,0.10114921346175011,23.0,0.015909013381038013,0.12637362637362637,False
11,5,Florence Henderson,0.022182308641036857,0.013458408587376266,0.05033644308546828,21.0,0.01584293912453963,0.11538461538461539,True
11,5,Kyle Massey,0.21550932341435494,0.05821903653047786,0.2272258384920137,20.0,0.23946673858626352,0.10989010989010989,False
11,5,Bristol Palin,0.18922533436152303,0.054562848887073745,0.20943518884072176,18.0,0.21053191906896263,0.0989010989010989,False
11,6,Brandy,0.11478649606686557,0.04348118777595338,0.16476732342323777,35.9999,0.10206316478819749,0.17391314849856981,False
11,6,Audrina Patridge,0.02472457608565379,0.01396249460881695,0.052508098530812404,31.9998,0.01616511633507572,0.1545889285615942,True
11,6,Rick Fox,0.07567581535947432,0.0315118929234503,0.12017606428783706,30.0,0.0449689794597132,0.1449280263266591,False
11,6,Kyle Massey,0.22064068451988175,0.05689293095713165,0.2214579648997283,29.9999,0.24332166897552415,0.144927543233238,False
11,6,Jennifer Grey,0.25311633407717365,0.059539315291080065,0.2310693221301725,29.0,0.28625555921161056,0.14009709211577046,False
11,6,Bristol Palin,0.1942591909430591,0.05469750058344988,0.21338370325242492,27.9998,0.2139210573581449,0.13526519171803963,False
11,6,Kurt Warner,0.11679690294789137,0.03465976349943751,0.13184961060779152,21.9999,0.09330445387173396,0.10628006954612891,False
11,7,Brandy,0.12403255181049568,0.043332139595698184,0.16912968629107789,36.5,0.103740136157805,0.1750599520383693,False
11,7,Jennifer Grey,0.2682921022427668,0.06190135210667028,0.24150730188741246,36.5,0.29095894439651093,0.1750599520383693,False
11,7,Kurt Warner,0.11822306080441385,0.041309374456311776,0.16043450884101584,35.0,0.09483751330727536,0.16786570743405277,False
11,7,Rick Fox,0.05371539887759657,0.022831141962175845,0.08717293587677953,34.5,0.04570785220808331,0.16546762589928057,True
11,7,Kyle Massey,0.22985281586055972,0.058284332980002546,0.22480729672152558,33.5,0.2473196193949908,0.1606714628297362,False
11,7,Bristol Palin,0.20588407040416865,0.05578399896676606,0.21616015747849848,32.5,0.21743593453533447,0.15587529976019185,False
11,8,Brandy,0.1405021565594857,0.04409867843859361,0.1726524839678476,28.5,0.10870899063546055,0.21509433962264152,False
11,8,Jennifer Grey,0.2882910839453764,0.06340910945392608,0.24872656683320948,28.5,0.3048950419111638,0.21509433962264152,False
11,8,Kyle Massey,0.2500037405918359,0.06000803650501166,0.23128528321336042,28.0,0.25916551861738557,0.21132075471698114,False
11,8,Kurt Warner,0.09667710293397988,0.03102187477254234,0.11961961426730616,24.0,0.09937995772753092,0.1811320754716981,True
11,8,Bristol Palin,0.22452591596932417,0.05586742440090056,0.21706579502877804,23.5,0.22785049110845912,0.17735849056603772,False
11,9,Jennifer Grey,0.3248356235279156,0.06442921957897835,0.2497288025759866,30.0,0.33853903710808425,0.2631578947368421,False
11,9,Kyle Massey,0.2842212039686534,0.0601523527866995,0.23009241762031035,29.0,0.28776343680233013,0.2543859649122807,False
11,9,Brandy,0.13080074405020378,0.03724359316123269,0.1433459285565207,28.5,0.12070460963889174,0.25,True
11,9,Bristol Palin,0.26014242845322644,0.05442916960862353,0.21255709114152876,26.5,0.2529929164506939,0.2324561403508772,False
11,10,Jennifer Grey,0.4132845000382102,0.05194603030905128,0.1990978985528597,30.0,0.38501172736621914,0.36144665408832305,False
11,10,Kyle Massey,0.32881502866014606,0.03784547708326524,0.1473222202791925,27.3332,0.32726594493364936,0.3293164561842318,False
11,10,Bristol Palin,0.25790047130164384,0.04310897684678987,0.16427375333977717,25.6666,0.2877223277001315,0.30923688972744506,False
12,2,Chris Jericho,0.04151068449690055,0.02778281657786244,0.10387707017018459,23.0,0.024897827937898777,0.10648148148148148,False
12,2,Hines Ward,0.25850538383047184,0.061517561918972424,0.2401427444175885,23.0,0.29480610571907856,0.10648148148148148,False
12,2,Romeo,0.0728301691398516,0.03659909824684403,0.1406795124794084,23.0,0.0647058306045358,0.10648148148148148,False
12,2,Ralph Macchio,0.12411055740268456,0.045521674182347746,0.1753775068596182,21.0,0.13088524347285874,0.09722222222222222,False
12,2,Kirstie Alley,0.2156661367810469,0.05695105017528967,0.21997874796468053,20.0,0.24673350816129513,0.09259259259259259,False
12,2,Kendra Wilkinson,0.05639202895565628,0.03285289447352185,0.12449174105866537,19.0,0.048404730853403376,0.08796296296296297,False
12,2,Chelsea Kane,0.14951105338961615,0.05016504346578854,0.19475715999994306,18.0,0.16629873467831477,0.08333333333333333,False
12,2,Petra Nemcova,0.025993398335436037,0.022027247110296827,0.08268483774629794,18.0,0.009835781544397166,0.08333333333333333,False
12,2,Mike Catherwood,0.004571649750774007,0.004723851405873124,0.016824127042535185,17.0,9.262216091417738e-05,0.0787037037037037,True
12,2,Sugar Ray Leonard,0.02570173120415907,0.02061951822176757,0.0783862459135037,17.0,0.007326296293259618,0.0787037037037037,False
12,2,Wendy Williams,0.025207206713403353,0.020523797024860117,0.07685593105078665,17.0,0.006013318574043941,0.0787037037037037,False
12,3,Hines Ward,0.260756737703312,0.06098478993577636,0.23602927559929884,25.0,0.29483341382697686,0.11682242990654206,False
12,3,Petra Nemcova,0.031071411974192775,0.024385437338737947,0.09171265782470042,25.0,0.009836692640125742,0.11682242990654206,False
12,3,Chelsea Kane,0.1551642134016061,0.050679745828434326,0.19631359790003167,23.0,0.16631413905326442,0.10747663551401869,False
12,3,Kendra Wilkinson,0.05994333343438545,0.0332256885176174,0.12557774870024246,23.0,0.04840921461946958,0.10747663551401869,False
12,3,Chris Jericho,0.04004682275229691,0.027156124557037375,0.10242756224353321,21.0,0.024900134242139334,0.09813084112149532,False
12,3,Kirstie Alley,0.21742189596011186,0.05809890680989046,0.2264857021934603,21.0,0.24675636326888037,0.09813084112149532,False
12,3,Ralph Macchio,0.12508783231433748,0.046708671750306685,0.1807885054476917,21.0,0.13089736746989175,0.09813084112149532,False
12,3,Romeo,0.07097953203376517,0.03558561430567533,0.1360739264907121,20.0,0.06471182435354411,0.09345794392523364,False
12,3,Sugar Ray Leonard,0.026345689788063845,0.02262573918572063,0.08332378479260094,20.0,0.007326974933510923,0.09345794392523364,False
12,3,Wendy Williams,0.013182530637926397,0.010877528768649085,0.039156955507426226,15.0,0.006013875592196758,0.07009345794392523,True
12,4,Chelsea Kane,0.15940499389614435,0.051564697937541315,0.1996476251422074,26.0,0.1673203830207902,0.1262135922330097,False
12,4,Hines Ward,0.26165822289761914,0.06103076549489448,0.23517607965906262,25.0,0.2966172329645272,0.12135922330097088,False
12,4,Ralph Macchio,0.12979515143507675,0.04733609826333619,0.18147619718879437,25.0,0.13168933072167155,0.12135922330097088,False
12,4,Chris Jericho,0.04379417803915986,0.027955570581722818,0.10563079441601403,23.0,0.025050786555973637,0.11165048543689321,False
12,4,Petra Nemcova,0.03380240890936716,0.024519976376972254,0.09195226334001957,23.0,0.009896207199055464,0.11165048543689321,False
12,4,Romeo,0.07465704227948748,0.03641537299020757,0.13959864319105136,23.0,0.06510334778777532,0.11165048543689321,False
12,4,Kirstie Alley,0.21904774917591582,0.05799409699792374,0.22619814152649378,22.0,0.24824930369716464,0.10679611650485436,False
12,4,Sugar Ray Leonard,0.012458467425203167,0.008997269052386299,0.03357863211398244,21.0,0.007371305045003708,0.10194174757281553,True
12,4,Kendra Wilkinson,0.06538178594202686,0.030457761748658704,0.11591344069597681,18.0,0.04870210300803828,0.08737864077669903,False
12,5,Hines Ward,0.2676607614498688,0.062252661043052215,0.24271130124219376,27.0,0.2988199257910585,0.13917525773195877,False
12,5,Chelsea Kane,0.16226323918096136,0.051191587359924566,0.1983015732200798,26.0,0.16856291166192425,0.13402061855670103,False
12,5,Chris Jericho,0.048918146044532665,0.02922559657775653,0.11233419332756427,26.0,0.025236814816349217,0.13402061855670103,False
12,5,Romeo,0.07956549416859904,0.03765658763701952,0.14487105108759496,26.0,0.06558680815763338,0.13402061855670103,False
12,5,Kirstie Alley,0.22428687687071144,0.058091207196223474,0.22480940825829684,23.0,0.25009281411960366,0.11855670103092783,False
12,5,Kendra Wilkinson,0.06742201376970614,0.03291620397659859,0.12723693978990408,22.0,0.04906376700126157,0.1134020618556701,False
12,5,Petra Nemcova,0.02007333750312813,0.013311975642532906,0.049470496704036554,22.0,0.009969696875934197,0.1134020618556701,True
12,5,Ralph Macchio,0.12981013101249295,0.04712441436898939,0.1825693058617531,22.0,0.1326672615762353,0.1134020618556701,False
12,6,Chelsea Kane,0.1679088115617429,0.05244760776203831,0.2025427607476511,28.0,0.17026035579923132,0.15555555555555556,False
12,6,Romeo,0.08541580145080521,0.038056393957670645,0.14660633797251194,28.0,0.06624727339221087,0.15555555555555556,False
12,6,Hines Ward,0.27263368545027367,0.06290776480444209,0.24566565870874887,27.0,0.30182907012858556,0.15,False
12,6,Kirstie Alley,0.2316858599554974,0.058891310514227926,0.22820012340114426,26.0,0.25261127192817173,0.14444444444444443,False
12,6,Kendra Wilkinson,0.07307508804571274,0.034156704257516685,0.1310627291721357,25.0,0.04955784368058191,0.1388888888888889,False
12,6,Ralph Macchio,0.13456861525389585,0.047022731433837145,0.1825038141715568,24.0,0.1340032331915502,0.13333333333333333,False
12,6,Chris Jericho,0.034712138282071106,0.01906765585564805,0.07136145189768973,22.0,0.025490951879668537,0.12222222222222222,True
12,7,Hines Ward,0.28289718996473756,0.062340026329684696,0.24057757430945026,33.0,0.3097242357172203,0.17506631299734748,False
12,7,Ralph Macchio,0.14752934397116818,0.048603612482684286,0.18809575883745527,33.0,0.13750845459056585,0.17506631299734748,False
12,7,Chelsea Kane,0.17436440675025905,0.05302795911137826,0.20376243041860193,32.0,0.1747139814942054,0.16976127320954906,False
12,7,Kendra Wilkinson,0.05339408669924237,0.022437248559838176,0.08574981940794654,30.5,0.050854164747029154,0.16180371352785147,True
12,7,Kirstie Alley,0.23853038923816272,0.05967104754829075,0.23373892916079916,30.0,0.2592190112707701,0.15915119363395225,False
12,7,Romeo,0.10328458337643082,0.0366858851054787,0.14267912316212736,30.0,0.06798015218020911,0.15915119363395225,False
12,8,Chelsea Kane,0.1926607276680662,0.05305699790442027,0.2043198449579195,27.5,0.1840749598270531,0.21153846153846154,False
12,8,Hines Ward,0.30148715908472123,0.06331885158935249,0.24898778920194753,27.0,0.32631891139749997,0.2076923076923077,False
12,8,Kirstie Alley,0.25799085382513887,0.060281465421764296,0.23573212603379817,26.5,0.273107673913653,0.20384615384615384,False
12,8,Romeo,0.0782880585473546,0.02827512771585118,0.10752407330295397,26.0,0.07162245216204391,0.2,True
12,8,Ralph Macchio,0.16957320087471994,0.04494653199295407,0.1734720016161212,23.0,0.14487600269974998,0.17692307692307693,False
12,9,Chelsea Kane,0.2226046960024795,0.05702349686804579,0.2212732522749011,36.5,0.19827597108066053,0.31063829787234043,False
12,9,Hines Ward,0.333816412151605,0.06525723980152213,0.2533258469348463,30.0,0.35149375613126893,0.2553191489361702,False
12,9,Kirstie Alley,0.2868233235233636,0.06034005375242764,0.23401981422381246,27.0,0.294177379181215,0.2297872340425532,False
12,9,Ralph Macchio,0.15675556832255136,0.0435957791604955,0.1647071898238253,24.0,0.15605289360685554,0.20425531914893616,True
12,10,Chelsea Kane,0.22591696837004058,0.04287099671659724,0.16340891240992259,29.666600000000003,0.234938860005162,0.33969480071129965,False
12,10,Hines Ward,0.4345039513550853,0.051103245927278614,0.1974494883257767,29.666600000000003,0.4164878977232123,0.33969480071129965,False
12,10,Kirstie Alley,0.3395790802748745,0.03801913306034591,0.14761438084059042,27.9999,0.34857324227162567,0.32061039857740076,False
13,1,Chynna Phillips,0.02603552684183109,0.022419297088594012,0.0838622189432094,22.0,0.007020676083573829,0.10138248847926268,False
13,1,J.R. Martinez,0.25045572653097076,0.06093602986314254,0.2381160123621856,22.0,0.28818830657133554,0.10138248847926268,False
13,1,Hope Solo,0.11054001901463184,0.043877960236698495,0.167865500779785,21.0,0.11318461909739465,0.0967741935483871,False
13,1,Ricki Lake,0.1526202616495541,0.04982117405771624,0.19407299492910107,20.0,0.16692487300528663,0.09216589861751152,False
13,1,Kristin Cavallari,0.019277972115785462,0.019130325618763815,0.070114097868434,19.0,0.002236586576463152,0.08755760368663594,False
13,1,David Arquette,0.04950072748968683,0.030361636537770815,0.11599790227018741,18.0,0.04085203377952796,0.08294930875576037,False
13,1,Carson Kressley,0.04195013036673264,0.028536921545316143,0.10751091468826864,17.0,0.03178244533472684,0.07834101382488479,False
13,1,Chaz Bono,0.055573946066042795,0.03221055383484792,0.1228488098986723,17.0,0.04896873685892988,0.07834101382488479,False
13,1,Nancy Grace,0.07770011094688267,0.03736925954539213,0.14300441797541963,16.0,0.07758845161144355,0.07373271889400922,False
13,1,Rob Kardashian,0.19083657657270067,0.055489434340502776,0.21626233668651995,16.0,0.21962760637422563,0.07373271889400922,False
13,1,Elisabetta Canalis,0.019766012763820964,0.01884468669206892,0.06891543200554526,15.0,0.003534422151365881,0.06912442396313365,False
13,1,Metta World Peace (Ron),0.005742989641358114,0.006069406117601358,0.02208375643475494,14.0,9.124255572651907e-05,0.06451612903225806,True
13,2,Ricki Lake,0.1516770242167367,0.04931577205091267,0.19046934334893256,23.0,0.16694010504712437,0.1031390134529148,False
13,2,J.R. Martinez,0.2475656329145235,0.05818343888245359,0.22984320644567988,22.0,0.28821460400840293,0.09865470852017937,False
13,2,Kristin Cavallari,0.023676832958981483,0.020764854692381093,0.07648088781648849,22.0,0.0022367906669602303,0.09865470852017937,False
13,2,Chynna Phillips,0.028155370295188567,0.02114756660512737,0.08047008603712055,21.0,0.007021316726456516,0.09417040358744394,False
13,2,Elisabetta Canalis,0.005632222108038075,0.004752803218980058,0.017637302058140132,21.0,0.003534744670503458,0.09417040358744394,True
13,2,Nancy Grace,0.08057332873634765,0.0385670866941587,0.14952178284423714,21.0,0.07759553162606207,0.09417040358744394,False
13,2,Rob Kardashian,0.19204661015989308,0.05501749271931457,0.21299729962375907,21.0,0.21964764758695077,0.09417040358744394,False
